"","title","authors","abstract","categories","submitted","id","doi"
"150","A simple variational approach to the quantum Frenkel-Kontorova model","Choon-Lin Ho|Chung-I Chou","  We present a simple and complete variational approach to the one-dimensional
quantum Frenkel-Kontorova model. Dirac's time-dependent variational principle
is adopted together with a Hatree-type many-body trial wavefunction for the
atoms. The single-particle state is assumed to have the Jackiw-Kerman form. We
obtain an effective classical Hamiltonian for the system which is simple enough
for a complete numerical solution for the static ground state of the model.
Numerical results show that our simple approach captures the essence of the
quantum effects first observed in quantum Monte Carlo studies.
","cond-mat.stat-mech|nlin.CD|quant-ph","2000-08-09 06:03:00","cond-mat/0008142v1","10.1103/PhysRevE.63.016203"
"250","Observation of power-law scaling for phase transitions in linear trapped
  ion crystals","D. G. Enzer|M. M. Schauer|J. J. Gomez|M. S. Gulley|M. H. Holzscheiter|P. G. Kwiat|S. K. Lamoreaux|C. G. Peterson|V. D. Sandberg|D. Tupa|A. G. White|R. J. Hughes|D. F. V. James","  We report an experimental confirmation of the power-law relationship between
the critical anisotropy parameter and ion number for the linear-to-zigzag phase
transition in an ionic crystal. Our experiment uses laser cooled calcium ions
confined in a linear radio-frequency trap. Measurements for up to 10 ions are
in good agreement with theoretical and numeric predictions. Implications on an
upper limit to the size of data registers in ion trap quantum computers are
discussed.
","quant-ph","2000-08-09 19:31:34","quant-ph/0008045v1","10.1103/PhysRevLett.85.2466"
"350","Secure quantum key distribution using squeezed states","Daniel Gottesman|John Preskill","  We prove the security of a quantum key distribution scheme based on
transmission of squeezed quantum states of a harmonic oscillator. Our proof
employs quantum error-correcting codes that encode a finite-dimensional quantum
system in the infinite-dimensional Hilbert space of an oscillator, and protect
against errors that shift the canonical variables p and q. If the noise in the
quantum channel is weak, squeezing signal states by 2.51 dB (a squeeze factor
e^r=1.34) is sufficient in principle to ensure the security of a protocol that
is suitably enhanced by classical error correction and privacy amplification.
Secure key distribution can be achieved over distances comparable to the
attenuation length of the quantum channel.
","quant-ph","2000-08-09 20:29:58","quant-ph/0008046v2","10.1103/PhysRevA.63.022309"
"450","A semidefinite program for distillable entanglement","Eric M. Rains","  We show that the maximum fidelity obtained by a p.p.t. distillation protocol
is given by the solution to a certain semidefinite program. This gives a number
of new lower and upper bounds on p.p.t. distillable entanglement (and thus new
upper bounds on 2-locally distillable entanglement). In the presence of
symmetry, the semidefinite program simplifies considerably, becoming a linear
program in the case of isotropic and Werner states. Using these techniques, we
determine the p.p.t. distillable entanglement of asymmetric Werner states and
``maximally correlated'' states. We conclude with a discussion of possible
applications of semidefinite programming to quantum codes and 1-local
distillation.
","quant-ph","2000-08-10 02:17:36","quant-ph/0008047v2",""
"550","New Lower Bound on Fermion Binding Energies","O. Juillet|S. Fleck|L. Theussl|J. -M. Richard|K. Varga","  We derive a new lower bound for the ground state energy $E^{\rm F}(N,S)$ of N
fermions with total spin S in terms of binding energies $E^{\rm F}(N-1,S \pm
1/2)$ of (N-1) fermions. Numerical examples are provided for some simple
short-range or confining potentials.
","quant-ph|nucl-th","2000-08-10 06:33:01","quant-ph/0008048v1","10.1103/PhysRevB.63.073102"
"650","Correlated Errors in Quantum Error Corrections","W. Y. Hwang|D. Ahn|S. W. Hwang","  We show that errors are not generated correlatedly provided that quantum bits
do not directly interact with (or couple to) each other. Generally, this
no-qubits-interaction condition is assumed except for the case where two-qubit
gate operation is being performed. In particular, the no-qubits-interaction
condition is satisfied in the collective decoherence models. Thus, errors are
not correlated in the collective decoherence. Consequently, we can say that
current quantum error correcting codes which correct single-qubit-errors will
work in most cases including the collective decoherence.
","quant-ph","2000-08-10 06:48:53","quant-ph/0008049v3","10.1103/PhysRevA.63.022303"
"750","Efficient Schemes for Reducing Imperfect Collective Decoherences","W. Y. Hwang|H. J. Lee|D. Ahn|S. W. Hwang","  We propose schemes that are efficient when each pair of qubits undergoes some
imperfect collective decoherence with different baths. In the proposed scheme,
each pair of qubits is first encoded in a decoherence-free subspace composed of
two qubits. Leakage out of the encoding space generated by the imperfection is
reduced by the quantum Zeno effect. Phase errors in the encoded bits generated
by the imperfection are reduced by concatenation of the decoherence-free
subspace with either a three-qubit quantum error correcting code that corrects
only phase errors or a two-qubit quantum error detecting code that detects only
phase errors, connected with the quantum Zeno effect again.
","quant-ph","2000-08-10 07:36:07","quant-ph/0008050v4","10.1103/PhysRevA.62.062305"
"850","sl(2, C) as a complex Lie algebra and the associated non-Hermitian
  Hamiltonians with real eigenvalues","B. Bagchi|C. Quesne","  The powerful group theoretical formalism of potential algebras is extended to
non-Hermitian Hamiltonians with real eigenvalues by complexifying so(2,1),
thereby getting the complex algebra sl(2,\C) or $A_1$. This leads to new types
of both PT-symmetric and non-PT-symmetric Hamiltonians.
","math-ph|math.MP|quant-ph","2000-08-10 13:16:44","math-ph/0008020v1","10.1016/S0375-9601(00)00512-0"
"950","Private entanglement over arbitrary distances, even using noisy
  apparatus","Hans Aschauer|Hans J. Briegel","  We give a security proof of quantum cryptography based entirely on
entanglement purification. Our proof applies to all possible attacks
(individual and coherent). It implies the security of cryptographic keys
distributed with the help of entanglement-based quantum repeaters. We prove the
security of the obtained quantum channel which may not only be used for quantum
key distribution, but also for secure, albeit noisy, transmission of quantum
information.
","quant-ph","2000-08-10 15:29:58","quant-ph/0008051v3",""
"1011","Continuous-time histories: observables, probabilities, phase space
  structure and the classical limit","Charis Anastopoulos","  In this paper we elaborate on the structure of the continuous-time histories
description of quantum theory, which stems from the consistent histories
scheme. In particular, we examine the construction of history Hilbert space,
the identification of history observables and the form of the decoherence
functional (the object that contains the probability information). It is shown
how the latter is equivalent to the closed-time-path (CTP) generating
functional. We also study the phase space structure of the theory first through
the construction of general representations of the history group (the analogue
of the Weyl group) and the implementation of a histories Wigner-Weyl transform.
The latter enables us to write quantum theory solely in terms of phase space
quantities. These results enable the implementation of an algorithm for
identifying the classical (stochastic) limit of a general quantum system.
","quant-ph|gr-qc|hep-th|math-ph|math.MP","2000-08-10 20:41:24","quant-ph/0008052v2","10.1063/1.1383975"
